Issue Type,Status,Priority,Summary,Original Time Estimated,Total Time Spent
Subtask,Done,Major,"['add', 'delete', 'account', 'button', 'app']",0,10
Subtask,Done,Major,"['Update', 'app', 'make', 'request', 'IAM', 'service', 'delete', 'account']",0,20
Subtask,Done,Major,"['Add', 'validation', 'middleware', 'IAM', 'ensure', 'user', 'delete', 'account']",0,30
Subtask,Done,Major,"['update', 'delete', 'alert', 'handler', 'alert', 'service', 'delete', 'alerts', 'associated', 'account']",0,30
Subtask,Done,Major,"['Add', 'delete', 'endpoint', 'handler', 'insight', 'service']",0,120
Task,Done,Major,"['Create', 'staging', 'environment', 'IAM']",0,120
 Subtask,Done,Major,"['create', 'applications', 'auth0', 'staging', 'tenant']",0,100
 Subtask,Done,Major,"['Update', 'services', 'use', 'staging', 'credentials']",0,90
 Subtask,Done,Major,"['Update', 'services', 'staging', 'point', 'IAM', 'staging']",0,35
 Subtask,Done,Major,"['remove', 'environment', 'code', 'IAM', 'service']",0,60
Subtask,Done,Major,"['create', 'basic', 'alerts', 'goal']",0,60
Subtask,Done,Major,"['update', 'get', 'user', 'handler', 'IAM', 'fetch', 'invite', 'code', 'add', 'user', 'account']",120,238
Subtask,Done,Major,"['Update', 'create', 'user', 'hander', 'IAM', 'create', 'user', 'account', 'invite', 'code', 'set']",0,127
Subtask,Done,Major,"['create', 'endpoint', 'handler', 'would', 'get', 'last', 'years', 'value', 'based', 'goal']",0,224
Subtask,Done,Major,"['update', 'frontend', 'fetch', 'list', 'goals']",0,30
Subtask,Done,Major,"['Update', 'front', 'end', 'hit', 'target', 'endpoint', 'render', 'message', 'user', 'selects', 'goal']",0,45
Subtask,Done,Major,"['update', 'profit', 'loss', 'prompt', 'get', 'LLM', 'identify', 'trends', 'trajectory', 'current', 'year']",0,60
Subtask,Done,Major,"['create', 'igniter', 'would', 'compare', 'profit', 'loss', 'trends', 'year', 'current', 'year', 'generate', 'insights']",0,30
Bug,Done,Major,"['When', 'notifications', 'read', 'notification', 'menu', 'updated']",240,300
 Subtask,Done,Major,"['updated', 'alert', 'service', 'update', 'notification', 'instead', 'creating', 'new', 'one', 'existing', 'notifications']",0,42
Subtask,Done,Major,"['Create', 'connection', 'QuickBooks', 'screen']",0,30
Subtask,Done,Major,"['Update', 'setup', 'assistants', 'function', 'return', 'onboarding', 'flow', 'quickbooks', 'conneted']",0,30
Subtask,Done,Major,"['Create', 'goal', 'screens']",0,120
Subtask,Done,Major,"['create', 'job', 'would', 'run', 'igniters', 'monthly', 'daily', 'schedule']",0,10
Bug,Done,Blocker,"['When', 'jwt', 'token', 'expires', 'users', 'stuck', 'login', 'loop']",0,60
Bug,Done,Blocker,"['No', 'Notifications', 'Android']",0,240
Story,To Do,Major,"['As', 'user', 'I', 'able', 'disable', 'push', 'notifications']",0,30
Task,Done,Minor,"['Add', 'Sparks', 'page', 'header', 'mobile']",0,20
Bug,Done,Major,"['Error', 'logging']",120,165
Bug,Done,Major,"['Connect', 'QB', 'Prompt', 'persists']",0,60
Improvement,Done,Major,"['Can', 'use', 'Seasonal', 'Trend', 'decomposition', 'using', 'LOESS', 'STL', 'identify', 'seasonal', 'changes', 'trends', 'residual', 'values']",0,135
Improvement,In Progress,Major,"['Can', 'use', 'recurring', 'invoicesbills', 'improve', 'STL', 'decomposition', 'analysis']",0,270
Improvement,Done,Major,"['Will', 'using', 'different', 'predictive', 'model', 'per', 'account', 'improve', 'accuracy', 'forecasting']",0,490
Task,Reopened,Minor,"['Add', 'Facebook', 'SDK', 'mobile', 'apps']",60,90
Subtask,Done,Major,"['add', 'endpoint', 'handler', 'IAM', 'would', 'return', 'true', 'connection', 'found']",0,25
Subtask,Done,Major,"['set', 'deleting', 'goal']",0,75
Subtask,Done,Major,"['Update', 'comparison', 'igniter', 'compare', 'month', 'last', 'months', 'profit', 'loss', 'reports', 'generate', 'insights']",0,35
Subtask,Done,Major,"['add', 'documentation', 'insight', 'service']",0,130
Subtask,Done,Major,"['Create', 'settings', 'screen']",30,30
Subtask,Done,Major,"['Add', 'back', 'cookie', 'control', 'module']",60,90
Subtask,Done,Major,"['Migrate', 'delete', 'functionality', 'settings', 'screen']",30,30
Bug,Closed,Blocker,"['401', 'Error', 'returned', 'I', 'login', 'following', 'day']",0,60
Subtask,Done,Major,"['Create', 'Account', 'Receivables', 'Igniter']",0,80
Subtask,Done,Major,"['create', 'LLM', 'Prompt', 'would', 'generate', 'AR', 'summary', 'insight']",0,40
Subtask,Done,Major,"['Add', 'method', 'insight', 'get', 'YTD', 'data', 'report', 'return', 'json', 'format']",0,210
Subtask,Done,Major,"['Add', 'property', 'insight', 'store', 'YTD', 'information']",0,5
Subtask,Done,Major,"['Add', 'questions', 'schema', 'insight', 'service']",0,30
Subtask,Done,Major,"['create', 'list', 'questions', 'AR', 'igniter']",0,205
Subtask,Done,Major,"['create', 'initializer', 'would', 'create', 'questions', 'igniter']",0,30
Subtask,Done,Major,"['Update', 'AR', 'handler', 'fetch', 'questions', 'run', 'python', 'code', 'create', 'insights']",0,60
Subtask,Done,Major,"['Update', 'AR', 'handler', 'store', 'parent', 'ID', 'children', 'insights']",0,30
Subtask,Done,Major,"['Add', 'viewed', 'property', 'insights', 'set', 'property', 'children', 'false']",0,10
Subtask,Done,Major,"['Install', 'chart', 'js']",10,10
Subtask,Done,Major,"['Render', 'chart', 'using', 'data', 'parent', 'insight']",90,90
Subtask,Done,Major,"['Hook', 'learn']",45,60
Subtask,Done,Major,"['Add', 'follow', 'card', 'shows', 'child', 'insight']",45,105
Subtask,Done,Major,"['Add', 'next', 'spark', 'button', 'mobile', 'screen']",30,30
Subtask,Done,Major,"['Create', 'Account', 'Payables', 'Igniter']",0,15
Subtask,Done,Major,"['create', 'list', 'questions', 'python', 'code', 'AP', 'insights']",0,600
Subtask,Done,Major,"['create', 'prompt', 'would', 'generate', 'AP', 'summary']",0,5
Subtask,Done,Major,"['create', 'job', 'would', 'run', 'AR', 'igniter', 'weekly', 'account']",0,15
Subtask,Done,Major,"['create', 'job', 'would', 'run', 'AP', 'igniter', 'weekly']",0,5
Bug,Done,Major,"['A', 'string', 'entered', 'goal', 'target']",0,20
Subtask,Done,Major,"['Configure', 'Inapp', 'Purchase', 'Capability', 'IOS']",30,30
Subtask,Done,Major,"['set', 'default', 'subscription', 'IAM', 'free', 'trail']",0,40
Subtask,Done,Major,"['create', 'cron', 'job', 'would', 'update', 'status', 'Trial', 'Expired', '30', 'days']",0,40
Subtask,Done,Major,"['create', 'prompt', 'user', 'subscribe']",45,45
Subtask,Done,Major,"['Add', 'subscription', 'status', 'top', 'navigation']",10,10
Subtask,Done,Major,"['create', 'subscription', 'page']",45,45
Task,In Progress,Major,"['Yeet', 'Kandji', 'MDM', 'wepala', 'systems']",0,120
 Subtask,Done,Major,"['remove', 'mdm', 'profile']",0,15
 Subtask,Done,Major,"['get', 'paay', 'admin', 'remove', 'devices', 'kandji']",0,60
Subtask,Done,Major,"['add', 'middleware', 'would', 'validate', 'request']",0,30
Subtask,In Progress,Major,"['Setup', 'store', 'kit', 'testing', 'ios']",120,570
Task,Done,Critical,"['Remove', 'old', 'accounts', 'alert', 'service']",0,125
Subtask,Done,Major,"['Add', 'subscription', 'status', 'top', 'navigation']",45,60
Subtask,Done,Major,"['Add', 'provider', 'FirebaseSDK']",15,15
Subtask,Done,Major,"['Push', 'Dev']",30,35
Subtask,Done,Major,"['Port', 'SendNotification', 'function', 'alert', 'service', 'insight', 'service']",10,10
Subtask,Done,Major,"['Add', 'event', 'handler', 'trigger', 'generation', 'account', 'first', 'created']",20,30
Subtask,Done,Major,"['Create', 'endpoint', 'grandfather', 'existing', 'users']",0,30
Subtask,Done,Major,"['Deploy', 'Dev']",15,30
Subtask,Done,Major,"['Figure', 'standard', 'way', 'return', 'data', 'front', 'end', 'render', 'graph']",30,20
Subtask,Done,Major,"['Move', 'AR', 'AP', 'igniters', 'separate', 'file']",0,8
Subtask,Done,Major,"['Add', 'endpoint', 'test', 'push', 'notifications']",0,15
Subtask,Done,Major,"['Install', 'setup', 'capacitorfirebaseremoteconfig']",45,60
Subtask,Done,Major,"['Create', 'screen', 'accept', 'feedback', 'user']",90,90
Subtask,Done,Major,"['Update', 'feedback', 'service', 'store', 'feedback']",90,90
Subtask,Done,Major,"['Set', 'handler', 'push', 'feedback', 'slack']",15,44
Subtask,Done,Major,"['Setup', 'restrictions', 'app', 'users', 'cant', 'perform', 'destructive', 'actions']",60,75
Subtask,Done,Major,"['Check', 'device', 'id', 'exists', 'feedback', 'service', 'determine', 'user', 'completed', 'demo', 'form']",30,30
Subtask,Done,Major,"['Create', 'demo_login', 'remote', 'config', 'option']",10,10
Subtask,Done,Major,"['Conditionally', 'render', 'demo', 'link', 'based', 'demo_login', 'value']",10,10
Subtask,Done,Major,"['Added', 'endpoint', 'IAM', 'update', 'subscription', 'status']",0,75
Subtask,Done,Major,"['update', 'login', 'title', 'auth0', 'include', 'username', 'password', 'demo', 'account']",0,10
Subtask,Done,Major,"['update', 'frontend', 'render', 'new', 'chart', 'format']",30,45
Bug,Done,Major,"['read', 'notification', 'scrolls', 'welcome', 'page']",30,30
Task,Done,Major,"['Wrap', 'subscriptions', 'behind', 'feature', 'flags']",0,30
 Subtask,Done,Major,"['hide', 'subscription', 'screen', 'based', 'feature', 'flag']",45,60
 Subtask,Done,Major,"['hide', 'insights', 'based', 'current', 'condition', 'feature', 'flag']",60,60
 Subtask,Done,Major,"['add', 'way', 'disable', 'subscriptions', 'IAM', 'service']",0,68
 Subtask,Done,Major,"['set', 'remote', 'config', 'disable', 'subscriptions']",45,60
Subtask,Done,Major,"['Add', 'provider', 'shopify']",0,10
Subtask,Done,Major,"['Create', 'controller', 'verifying', 'installation', 'request', 'shopify']",0,151
Subtask,Done,Major,"['Setup', 'Shopify', 'Connection', 'Auth0']",30,60
Subtask,Done,Major,"['add', 'auth0', 'callback', 'url', 'Shopify', 'app']",10,10
Subtask,Done,Major,"['Add', 'Shopify', 'Service']",120,637
Subtask,Done,Major,"['Add', 'screen', 'choosing', 'plan']",90,110
Subtask,Done,Major,"['Confirm', 'pass', 'account', 'id', 'login', 'quickbooks', 'link', 'existing', 'account']",0,15
Subtask,Done,Major,"['Update', 'auth0', 'action', 'pass', 'account', 'ID', 'add', 'JWT', 'user', 'connects', 'quickbooks']",60,60
Subtask,Done,Major,"['Set', 'app', 'url', 'shopify', 'partner', 'dashboard']",15,15
Subtask,Done,Major,"['Deploy', 'Dev']",120,120
Subtask,Done,Major,"['Setup', 'account', 'resource', 'storing', 'configuration']",120,95
Subtask,Done,Major,"['Add', 'method', 'shopify', 'service', 'get', 'orders']",180,60
Subtask,Done,Major,"['Add', 'endpoint', 'getting', 'list', 'orders']",180,120
Bug,Closed,Major,"['Unable', 'update', 'status', 'subscriptions', 'IAM']",0,20
Subtask,Done,Minor,"['Update', 'account', 'list', 'endpoint', 'return', 'specific', 'type', 'account']",120,90
Subtask,Done,Major,"['Setup', 'mapping', 'get', 'list', 'customers', 'Quickbooks']",30,30
Subtask,Done,Major,"['Setup', 'mapping', 'get', 'productsservice', 'Quickbooks']",60,75
Subtask,Done,Major,"['Add', 'shopify', 'integration', 'integration', 'service']",480,600
Subtask,Done,Major,"['Add', 'mapping', 'get', 'disputes', 'shopify']",120,120
Subtask,Done,Major,"['Consolidate', 'weekly', 'igniters', 'cron', 'jobs', 'one', 'cron', 'job']",10,10
Subtask,Done,Major,"['Add', 'questions', 'related', 'python', 'code']",60,60
Subtask,Done,Major,"['Setup', 'recognition', 'screen', 'front', 'end']",60,60
Subtask,Done,Major,"['create', 'callback', 'handler', 'would', 'create', 'shopify', 'connection', 'create', 'user', 'account']",0,202
Task,Done,Major,"['Wepala', 'Website', 'updates']",300,565
Subtask,Done,Major,"['Create', 'job', 'run', 'igniter', 'weekly', 'basis']",5,5
Subtask,Done,Major,"['Create', 'Order', 'Entity']",120,313
Subtask,Done,Major,"['Create', 'Product', 'Entity']",120,120
Subtask,Done,Major,"['Create', 'Customer', 'Entity']",60,60
Subtask,Done,Major,"['Hook', 'UI', 'previewing', 'import']",180,270
Subtask,Done,Major,"['Hook', 'performing', 'import']",180,210
Subtask,Done,Major,"['Hook', 'order', 'list', 'UI']",150,150
Subtask,Done,Major,"['Add', 'screen', 'shopify', 'redirected', 'app', 'install']",45,45
Subtask,Done,Major,"['update', 'install', 'URL', 'handler', 'IAM', 'return', 'shopify', 'auth', 'URL']",60,60
Subtask,Done,Major,"['update', 'integration', 'service', 'get', 'shopify', 'token', 'iam']",30,30
Subtask,Done,Major,"['create', 'wellknown', 'endpoint', 'controller', 'IAM', 'service']",0,35
Subtask,Done,Major,"['create', 'authorization', 'endpoint', 'handler', 'IAM', 'service']",0,30
Subtask,Done,Major,"['create', 'token', 'endpoint', 'handler', 'IAM', 'service']",0,60
Subtask,Done,Major,"['Add', 'auth', 'security', 'scheme']",0,45
Subtask,Done,Major,"['add', 'JWKS', 'endpoint', 'controller', 'IAM', 'Service']",0,240
Subtask,Done,Major,"['add', 'WeAuth', 'Security', 'scheme', 'services']",60,120
Subtask,Done,Major,"['Initital', 'Feedback']",120,190
Subtask,Done,Major,"['Add', 'endpoint', 'Feedback', 'service', 'handle', 'customer', 'data', 'request']",45,45
Subtask,Done,Major,"['Add', 'endpoint', 'Feedback', 'Service', 'handle', 'customer', 'erasure']",45,45
Subtask,Done,Major,"['Add', 'endpoints', 'handler', 'webhooks']",90,68
Subtask,Done,Major,"['Update', 'shopify', 'apps', 'different', 'environments', 'webhook', 'URL']",60,73
Subtask,Done,Major,"['push', 'updates', 'dev', 'test', 'services', 'working', 'WeAuth', 'token']",90,100
Task,QA,Major,"['Find', 'way', 'generate', 'm2m', 'tokens', 'using', 'WeAuth', 'Service']",0,100
Subtask,Done,Major,"['Debug', 'Issue', 'Profit', 'Loss', 'Trend', 'Igniter']",0,60
Subtask,Done,Major,"['Write', 'Test', 'Profit', 'Loss', 'Trend', 'Igniter']",0,90
Subtask,Done,Major,"['Write', 'Test', 'Initial', 'AR', 'igniter']",0,30
Subtask,Done,Major,"['Write', 'Test', 'Initial', 'Dispute', 'Igniter']",0,60
Subtask,Done,Major,"['Write', 'Test', 'Weekly', 'Dispute', 'Igniter']",0,20
Subtask,Done,Major,"['Write', 'Test', 'get', 'client', 'Ids', 'function']",0,60
Subtask,Done,Major,"['Write', 'Test', 'Convert', 'Markdown', 'Table', 'function']",0,15
Subtask,Done,Major,"['Write', 'Test', 'Format', 'Chart', 'function']",0,20
Subtask,Done,Major,"['Write', 'Test', 'Generate', 'CSV', 'String', 'function']",0,30
Subtask,Done,Major,"['Write', 'Test', 'Set', 'YTD', 'function']",0,60
Subtask,Done,Major,"['Write', 'Test', 'Set', 'CEI', 'function']",0,30
Subtask,Done,Major,"['make', 'connection', 'ID', 'stored', 'insights', 'creating', 'shopify', 'insights']",60,60
Subtask,Done,Major,"['update', 'IAM', 'handler', 'verify', 'request', 'shopify']",90,70
Subtask,Done,Major,"['Deploy', 'staging']",30,30
Subtask,Done,Major,['Feedback'],0,150
Subtask,Done,Major,"['Add', 'utils', 'file', 'corresponding', 'functions', 'application', 'layer']",0,120
Subtask,Done,Major,"['Add', 'utils', 'file', 'corresponding', 'functions', 'domain', 'layer']",0,30
Subtask,Done,Major,"['Add', 'utils', 'file', 'corresponding', 'functions', 'infrastructure', 'layer']",0,20
Subtask,Done,Major,"['Update', 'Set', 'YTD', 'function']",0,5
Subtask,Done,Major,"['Update', 'Set', 'CEI', 'function']",0,10
Subtask,Done,Major,"['Move', 'scheduler', 'application', 'layer']",0,2
Subtask,Done,Major,"['Implement', 'Get', 'Embeddings', 'function', 'Infrastructure', 'layer']",0,15
Subtask,Done,Major,"['Implement', 'CreateChatCompletion', 'infrastructure', 'layer']",0,60
Subtask,Done,Major,"['Add', 'imports', 'application', 'layer']",0,60
Subtask,Done,Major,"['Move', 'questionsjson', 'infrastructure', 'layer']",0,10
Subtask,Done,Major,"['Add', 'ecommerce', 'interface', 'service', 'interfaces', 'file', 'domain', 'package']",0,2
Subtask,Done,Major,"['Add', 'component', 'ShopifyService', 'infrastructure', 'layer', 'implements', 'ecommerce', 'interface']",0,210
Subtask,Done,Major,"['Implement', 'GetProfitAndLossByDate', 'function']",0,5
Subtask,Done,Major,"['Add', 'implementation', 'quickbooks', 'interface', 'methods', 'using', 'integration', 'service']",0,40
Subtask,Done,Major,"['Implement', 'GetBalanceSheetByDate', 'function']",0,60
Subtask,Done,Major,"['Implement', 'GetAgedPayablesByDate', 'function']",0,5
Subtask,Done,Major,"['Implement', 'GetAgedReceivablesByDate', 'function']",0,5
Subtask,Done,Major,"['Add', 'endpoint', 'handler', 'would', 'copy', 'demo', 'account', 'quickbooks', 'token', 'users', 'account']",90,60
Subtask,Done,Major,"['add', 'controller', 'would', 'redirect', 'users', 'app', 'JWT', 'account', 'crated']",90,110
Subtask,Done,Major,"['add', 'demo', 'account', 'login', 'shopify', 'screen']",120,150
Subtask,Done,Major,"['Stuck', 'loading', 'screen', 'installing', 'app']",60,90
Subtask,Done,Major,"['add', 'handler', 'IAM', 'service', 'would', 'create', 'default', 'assistant', 'install', 'quickbooks', 'integration']",90,115
Subtask,Done,Major,"['Update', 'shopify', 'igniters', 'pull', 'directly', 'shopify', 'API']",0,30
Subtask,Done,Major,"['Update', 'python', 'code', 'weekly', 'disputes', 'igniter', 'pull', 'shopify', 'api']",0,60
Subtask,Done,Major,"['Update', 'python', 'code', 'initial', 'disputes', 'igniter', 'pull', 'shopify', 'api']",0,300
Subtask,Done,Major,"['Add', 'alert', 'service', 'component', 'infrastructure']",0,60
Subtask,Done,Major,"['Move', 'tests', 'ticket', 'branch']",0,40
Subtask,Done,Major,"['Initial', 'Feedback']",90,290
Subtask,Done,Major,"['Update', 'refactor', 'igniters', 'use', 'services', 'domain', 'abstractions']",0,180
Subtask,Done,Major,"['Update', 'quickbooks', 'api', 'yaml', 'regenerate', 'sdk']",90,180
Subtask,Done,Major,"['Deploy', 'staging']",30,40
Subtask,Done,Major,"['Test', 'Dev']",60,230
Bug,Done,Major,"['Old', 'Shopify', 'tokens', 'becomes', 'invalid', 'user', 'opens', 'APP', 'store']",0,162
Subtask,Done,Major,"['Create', 'screens']",180,180
Subtask,Done,Major,"['Add', 'function', 'fetch', 'shopify', 'client', 'ids', 'IAM']",30,30
Subtask,Done,Major,"['Add', 'function', 'delete', 'shopify', 'token', 'IAM']",30,30
Subtask,Done,Major,"['Add', 'function', 'add', 'shopify', 'store']",30,45
Subtask,Done,Major,"['Add', 'function', 'refresh', 'store']",30,45
Subtask,Done,Major,"['Update', 'python', 'code', 'AR', 'igniters', 'pull', 'data', 'igniter']",0,180
Subtask,Done,Major,"['Wrtie', 'code', 'pull', 'parse', 'data', 'send', 'python', 'code', 'AR', 'Igniters']",0,60
Subtask,Done,Blocker,"['add', 'endpoint', 'IAM', 'fetch', 'client', 'IDs']",60,70
Subtask,Done,Major,"['Debugging', 'test']",60,60
Subtask,Done,Major,['Hookup'],180,180
Subtask,Done,Major,"['Setup', 'endpoint', 'returns', 'list', 'products']",60,90
Subtask,Done,Major,"['Setup', 'endpoint', 'returns', 'list', 'customers']",120,130
Subtask,Done,Major,"['Convert', 'python', 'code', 'go', 'code', 'AR', 'igniters']",0,210
Subtask,Done,Major,"['Convert', 'python', 'code', 'go', 'initial', 'dispute', 'igniter']",0,240
Bug,Done,Major,"['Alert', 'creation', 'timing']",0,60
Subtask,Done,Major,"['Convert', 'python', 'code', 'go', 'initial', 'AR', 'igniter']",0,180
Subtask,Done,Major,"['Convert', 'python', 'code', 'go', 'weekly', 'disputes', 'igniter']",0,60
Subtask,Done,Major,"['Convert', 'deferred', 'payments', 'python', 'code', 'go', 'AP', 'igniter']",0,40
Subtask,Done,Major,"['Update', 'SetYTD', 'Test']",0,10
Subtask,Done,Major,"['QA', 'Feedback', '2']",60,50
Subtask,Done,Major,"['QA', 'Feedback', '3', 'User', 'doesnt', 'follow', 'chosen', 'plan']",0,255
Subtask,Done,Major,"['Setup', 'endpoint', 'return', 'list', 'accounts', 'quickbooks']",30,30
Subtask,Done,Major,"['Create', 'method', 'get', 'order', 'shopify']",30,30
Subtask,Done,Major,"['Add', 'endpoint', 'saving', 'configuration']",120,205
Subtask,Done,Major,"['Create', 'endpoint', 'creating', 'import']",120,539
Subtask,Done,Major,"['Update', 'screens', 'based', 'feedback', 'francisakeem']",300,300
Subtask,Done,Major,"['Add', 'endpoint', 'listing', 'imports']",60,29
Subtask,Done,Major,"['Create', 'endpoint', 'create', 'new', 'customer']",120,224
Subtask,Done,Major,"['Hook', 'revenue', 'recognition']",60,90
Subtask,Done,Major,"['Hook', 'saving', 'order', 'configuration']",60,60
Subtask,Done,Major,"['Hook', 'Saving', 'Product', 'config', 'Customer', 'config']",120,120
Subtask,Done,Major,"['Add', 'method', 'endpoint', 'get', 'classes', 'quickbooks']",60,60
Bug,Done,Major,"['Running', 'm2m', 'tokens', 'dev', 'halfway', 'month']",0,52
Subtask,Done,Major,"['Add', 'autocomplete', 'handle', 'searches']",120,130
Subtask,Done,Major,"['Hook', 'create', 'customer']",120,120
Subtask,Done,Major,"['Setup', 'Tax', 'Mapping', 'Config']",60,87
Subtask,Done,Major,"['Hook', 'configurationmapping', 'ui']",180,270
Subtask,Done,Major,"['Setup', 'fee', 'mapping', 'config']",60,24
Subtask,Done,Major,"['Endpoint', 'shopify', 'fees']",120,95
Subtask,Done,Major,"['Hook', 'configuration']",60,90
Subtask,Done,Major,"['Add', 'endpoint', 'previewing', 'import']",120,80
Subtask,Done,Major,"['Add', 'select', 'store', 'screen', 'rework', 'manage', 'integrations']",60,60
Subtask,Done,Major,"['Add', 'info', 'status', 'import', 'list']",120,75
Bug,In Review,Major,"['Unable', 'select', 'alert', 'mobile']",60,90
Subtask,Done,Major,"['update', 'go', 'version', 'fix', 'dependencies']",0,11
Subtask,Done,Major,"['Hook', 'filters']",120,120
Task,Reopened,Blocker,"['Update', 'child', 'insights', 'weekly', 'chargeback', 'insight', 'show', 'customer', 'name', 'email']",0,0
 Subtask,Done,Major,"['update', 'python', 'code', 'child', 'insight', 'add', 'customer', 'name', 'email', 'list']",90,120
 Subtask,Done,Major,"['test', 'dev']",30,30
Subtask,Done,Major,"['Add', 'section', 'settings', 'show', 'current', 'subscription']",200,200
Subtask,Done,Major,"['Add', 'endpoint', 'cancel', 'subscription']",60,326
Subtask,Done,Major,"['Add', 'payment', 'status', 'filter']",120,120
Subtask,Done,Major,"['Add', 'fulfillment', 'status', 'filter']",120,150
Subtask,Done,Major,"['Make', 'prefilters', 'list', 'order', 'based', 'config']",60,120
Subtask,Done,Major,"['Dev', 'review', 'feedback']",90,137
Subtask,Done,Major,"['Update', 'subscription', 'service', 'interval', 'passed', 'plan', 'created']",60,75
Subtask,Done,Major,"['Add', 'endpoint', 'get', 'subscriptions', 'account']",60,48
Subtask,Done,Major,['Feedback'],90,105
Subtask,Done,Major,"['Dev', 'review', 'feedback']",270,270
Subtask,Done,Major,"['Update', 'config', 'validation', 'check', 'preferences']",120,86
Subtask,Done,Major,"['Update', 'order', 'list', 'controller', 'filter', 'import', 'status']",60,60
Subtask,Done,Major,"['Add', 'import', 'status', 'list', 'changes', 'import']",30,10
Subtask,Done,Major,"['Hook', 'import', 'button', 'hit', 'endpoint']",45,45
Subtask,Done,Major,"['Poll', 'import', 'resource', 'update', 'list', 'items', 'preview']",120,120
Subtask,Done,Major,"['Pull', 'list', 'payment', 'options', 'import', 'service', 'populate', 'fields']",60,60
Subtask,Done,Major,"['Map', 'fields', 'payout', 'config']",60,60
Subtask,Done,Major,"['Render', 'errors', 'saving', 'config']",30,30
Subtask,Done,Major,"['Add', 'endpoint', 'get', 'list', 'payouts']",180,337
Subtask,Done,Major,"['Update', 'list', 'screen', 'tabs', 'top', 'orderspayouts']",30,30
Subtask,Done,Major,"['Pull', 'list', 'payout', 'update', 'table']",120,150
Subtask,Done,Major,"['Create', 'functions', 'handle', 'filters', 'payouts']",120,150
Subtask,Done,Major,"['Update', 'Post', 'method', 'import', 'handle', 'payouts']",60,60
Subtask,Done,Major,"['Create', 'function', 'undo', 'import']",30,30
Subtask,Done,Major,"['Poll', 'resource', 'updates', 'update', 'items']",60,60
Subtask,Done,Major,"['Add', 'endpoint', 'undo', 'import']",240,365
Subtask,Done,Major,"['Render', 'errors', 'comes', 'back']",30,30
Subtask,Done,Major,"['Setup', 'keys', 'key', 'manager']",60,77
Subtask,Done,Major,"['Add', 'ability', 'associate', 'custom', 'install', 'link', 'provider']",120,31
Subtask,Done,Major,"['Update', 'array', 'errors', 'objects', 'property', 'info', 'link']",0,42
Subtask,Done,Major,"['Test', 'subscription', 'working']",0,132
Subtask,Done,Major,"['update', 'subscription', 'handler', 'IAM', 'use', 'graphql', 'shopify', 'endpoint']",0,30
Bug,Done,Major,"['Error', 'Could', 'retrieve', 'sparks']",0,185
Subtask,Done,Major,"['Switch', 'saving', 'id', 'custom', 'account', 'product']",180,190
Subtask,Done,Major,"['Fix', 'issue', 'product', 'saved', 'line', 'item']",60,68
Subtask,Done,Major,"['Use', 'tax', 'mappings', 'add', 'tax', 'line', 'items']",120,60
Subtask,Done,Major,"['Use', 'fee', 'mappings', 'add', 'fee', 'line', 'items']",60,19
Subtask,Done,Major,"['Add', 'discounts']",60,188
Subtask,Done,Major,"['Add', 'WeOS', 'tag']",60,17
Subtask,Done,Major,"['Add', 'shipping', 'lines']",60,70
Subtask,Done,Major,"['Make', 'sure', 'sales', 'receipt', 'working']",60,58
Subtask,Done,Major,"['Update', 'Shopify', 'API']",60,196
Subtask,Done,Major,"['Update', 'domain', 'layer', 'create', 'payments']",120,199
Subtask,Done,Major,"['Update', 'verification', 'controller', 'IAM', 'get', 'custom', 'provider', 'fetch', 'keys', 'key', 'manager']",90,91
Subtask,Done,Major,"['remove', 'code', 'callback', 'handler', 'IAM', 'shopify', 'provider', 'hardcoded']",60,60
Subtask,Done,Major,"['update', 'app', 'url', 'callback', 'url', 'custom', 'shopify', 'app', 'use', 'custom', 'provider', 'ID']",30,50
Subtask,Done,Major,"['Test', 'Dev']",60,420
Subtask,Done,Major,"['Hook', 'saving', 'shipping', 'discount', 'payment', 'config']",240,240
Subtask,Done,Major,"['Add', 'correct', 'billing', 'shipping', 'address', 'invoice']",60,49
Subtask,Done,Major,"['Make', 'already', 'syncd', 'invoice', 'updated', 'created']",60,80
Subtask,Done,Major,"['Handle', 'refunds', 'better']",120,220
Subtask,Done,Major,"['Update', 'shopify', 'service', 'get', 'payout', 'details']",60,67
Subtask,Done,Major,"['Create', 'payouts', 'import', 'screen', 'based', 'wireframe']",120,120
Subtask,Done,Major,"['Create', 'entity', 'payout', 'thirdparty', 'payout']",60,90
Subtask,Done,Major,"['Call', 'endpoint', 'get', 'payout', 'details', 'render', 'tables']",120,150
Subtask,Done,Major,"['Add', 'method', 'account', 'model', 'import', 'payout']",120,127
Subtask,Done,Major,"['Add', 'function', 'button', 'perform', 'import']",30,30
Subtask,Done,Major,"['Update', 'table', 'component', 'right', 'fields', 'render', 'data']",120,120
Subtask,Done,Major,"['Update', 'Quickbooks', 'service', 'SDK', 'creating', 'deposit']",60,60
Subtask,Done,Major,"['Update', 'import', 'payout', 'create', 'journal', 'entries']",120,120
Subtask,In Progress,Major,"['Feedback', '2']",510,540
Subtask,Done,Major,"['Errors', 'syncing', 'client', 'orders']",0,78
Subtask,Done,Major,"['Update', 'Quickbooks', 'service', 'SDK', 'creating', 'journal', 'entries']",60,129
Subtask,Done,Major,"['Update', 'quickbooks', 'service', 'create', 'refund']",60,210
Subtask,Done,Major,"['Switch', 'linking', 'deposit', 'payment', 'instead', 'order']",60,100
